	Ler.1	Ler.2	Ler.3	Mp.1	Mp.2	Mp.3
AT1G48390	1.4731256505862964	1.8649800062169375	0.9735463792777764	1.293923704631267	2.037449143756152	1.4615183388585895
AT1G48400	0.04069556773482084	0.040674212972840365	0.0	0.0794334591207551	0.08040740701144188	0.04037491203213446
AT1G48405	0.16587768325020935	0.24868595985407768	0.4110892149634906	0.8094393876846522	0.8193640692105543	0.16457067052024385
AT1G48410	81.75691151026126	82.86202423778539	81.37151093918656	88.698300929091	83.86901817210126	87.11579172952483
AT1G48420	35.40268486081288	36.15492312826519	31.5271832175923	37.490153440773774	34.793388176393854	31.990288646061426
AT1G48422	0.0	0.0	0.0	0.0	0.0	0.0
AT1G48430	17.800480299456407	15.487251019720784	16.598419302828983	17.497311530675486	17.11091146502424	18.263720462204525
AT1G48440	77.94263065619762	87.43127734645046	81.21090536503473	79.50089326832328	77.73217930001252	83.29803043489629
AT1G48450	99.64533919875754	103.47212805098341	102.44753575485768	99.14248126234132	95.94429095467771	97.33789230482137
AT1G48460	12.059638283306144	12.481008157251502	9.640969521966438	14.882812934696275	12.37506274268121	13.469841717297797
AT1G48470	0.11320202200434133	0.11314261990307656	0.056108970714100856	0.4971564361305886	0.22366762683182764	0.44924024258045187
AT1G48480	24.355790349485222	22.26945119686772	23.270706343771547	31.95216221171986	30.462819221676718	30.310586988018468
AT1G48490	16.13282273148856	16.07412548464856	15.427938605818708	15.548588133148783	15.474429096529828	15.407361991143905
AT1G48500	9.358400168611327	8.586023605525057	7.0886148826442374	7.025619539709505	7.396232397953447	7.475343098019543
AT1G48510	4.073011578233605	4.255914029562668	3.7623131299055643	2.529573876719377	2.7892134925298606	2.2500570514387643
AT1G48520	48.71548510488695	51.14865910557611	46.23116995389975	62.32085661698671	55.246426415374586	53.93480737134551
AT1G48530	0.4170265715008076	0.3334461913903944	0.41340130278668236	0.24419757455233262	0.08239724160565079	0.3309925296852599
AT1G48540	27.575451227917036	28.336771751703314	28.834137280692097	35.284867721334436	37.75561914883457	34.511829696281254
AT1G48550	12.081147066494205	13.619925109413597	12.713989472081664	13.913981801925074	13.066420956675554	12.724426330386853
AT1G48560	0.8293197013864029	0.6753873872424744	0.7612132522314843	0.3297442807991246	0.45516454714637666	0.60947050308657
AT1G48570	12.214238760800535	14.152221594485622	12.449818443736559	16.126258493787546	13.185693158679365	13.510590706266886
AT1G48580	1.5578727490442372	1.3346187980563007	1.2134021030368083	1.882402113791101	2.0154142712897927	1.3247980140128883
AT1G48590	0.0	0.0	0.0	0.0	0.0	0.0
AT1G48600	123.01025957038723	122.75627196232571	124.3834907532785	144.87574591527348	141.03467411423165	143.92941941114265
AT1G48605	2.3551724074178133	1.8669151904050911	1.690643794463214	1.5851890746770623	1.6848566303788548	1.0474481559618147
AT1G48610	13.292942277149189	12.528212117965749	12.024990042613027	16.080862502001754	13.931199885951719	14.14096203255543
AT1G48620	67.68995343928138	65.79209032011245	68.88494444866821	74.33915184796696	70.29952008195113	71.33197348313027
AT1G48625	0.05908153339668812	0.0	0.0	0.057660463154587976	0.0	0.0
AT1G48630	57.20380583632377	61.42039232655972	59.069297261211	61.33989375763562	58.20164572627574	65.80066725706689
AT1G48635	13.61801960537162	14.297857786882703	14.138420360936701	17.147640460564443	14.5568619299457	16.66463967642912
AT1G48640	0.8865948167677962	0.6995759852408604	0.4163151445684387	0.3643241347212481	0.7375823565756934	0.7407233703969691
AT1G48650	23.538286113861105	22.99203704595578	24.614795516317763	26.402810498871116	25.960492766865194	25.917184294535044
AT1G48660	0.6055932570727398	0.6052754755407056	0.5628082054783471	0.8126622703921256	0.860018580454692	0.7134756022095105
AT1G48670	1.1685648483976365	0.8665447731773505	0.6726230449611074	0.5518343766574064	0.5958405513974463	0.6731751982744698
AT1G48680	0.0	0.0	0.0	0.0	0.0	0.0
AT1G48690	0.2073084559538963	0.0	0.2055062953461476	0.2697628378714181	0.4096056726230581	0.2056749945644427
AT1G48698	0.0	0.0	0.037482280283259624	0.03690152027486379	0.0	0.0
AT1G48700	0.0	0.0	0.05598077047636872	0.0	0.05578914530649167	0.0
AT1G48710	0.0	0.018257801437919476	0.03621717252302149	0.017828007208427667	0.01804659960271583	0.03624690304141365
AT1G48720	0.1017110074250255	0.0	0.0	0.29779375003706954	0.10048168420771407	0.10090958809677504
AT1G48725	0.0	0.0	0.0	0.0	0.0	0.0
AT1G48730	0.0	0.0	0.0	0.0	0.0	0.0
AT1G48740	0.6684240449322666	1.097548981867256	0.6152838192280345	0.8387313990097504	0.7546802090140226	0.7578940344885925
AT1G48745	3.165840817627029	4.163394159354783	3.8816059852440334	3.008386074812688	4.115233021765368	5.455240361447454
AT1G48750	0.0	0.0	0.0	0.0	0.0	0.0
AT1G48760	13.949787407708577	13.533028575438067	12.439256019728052	12.078181983911177	11.39556966160849	11.551052180917841
AT1G48770	5.026937248328378	7.187539408437909	6.505893270936327	5.519279079076874	6.966446258502616	5.264401901048704
AT1G48780	3.201426497393401	3.3140232306228827	2.3801970460214568	3.1802168325084432	2.993300564944833	3.176201252477058
AT1G48790	45.32753876443777	45.37249961419295	40.60379276338001	43.59957409807572	43.14886720316693	43.84442035875485
AT1G48800	0.0	0.0	0.0	0.07154115794266723	0.07241833691292492	0.03636336615054325
AT1G48810	0.0	0.0	0.0	0.0	0.0	0.0
AT1G48820	0.0	0.0	0.03994714762797398	0.039328196336417334	0.03981040640620845	0.039979940066602715
AT1G48830	129.80916628508905	119.68201260190673	116.59993288064737	111.65285834146094	110.18108933122159	105.82760275875471
AT1G48840	19.113032828178028	19.88959763224137	18.612523916791275	20.3266247205932	21.575489700844617	21.025993044276706
AT1G48850	50.52815395141445	57.794447318579216	44.69535921406126	49.2304903218279	48.29242337066206	47.36826937765954
