	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT3G61150	589.368041907591	-0.181769064862823	0.096434173321553	-1.88490302350316	0.0594429318439364	0.204751463950579
AT1G28530	190.02509722725	0.315651147634898	0.16748650677963	1.88463628326916	0.059478960175261	0.204838475447894
AT1G17210	1403.68678781265	-0.15205125927792	0.0806940979371199	-1.8842921993676	0.0595254619951423	0.204961518370242
AT2G31380	182.765516177489	0.394557631449573	0.209434242789472	1.8839213024309	0.0595756212862166	0.204973381260864
AT2G46225	573.23282703052	0.179477706267425	0.0952624115270974	1.88403488207279	0.0595602573001409	0.204973381260864
AT3G51340	105.980346589115	0.527477285536248	0.279983645259343	1.88395748990144	0.0595707258285685	0.204973381260864
AT4G33910	510.890299777012	-0.19281723231327	0.102351752955109	-1.88386839254076	0.0595827795612162	0.204973381260864
AT5G58787	523.636488747608	-0.203564628714851	0.108054205742756	-1.88391212832081	0.059576862417077	0.204973381260864
AT3G14870	105.398729812838	-0.367267403896605	0.195001196687624	-1.8834110258561	0.0596446872778689	0.205149255247546
AT2G44380	428.040423557776	-0.920547717253637	0.488875108307586	-1.88299158948885	0.0597015077627869	0.205307571164002
AT5G63910	681.637194518861	-0.175072406776718	0.0929868030251592	-1.8827661676824	0.059732063900101	0.20537552568869
AT2G39510	38.3753117771668	0.690917901294914	0.367011765560305	1.88254973308584	0.0597614140185103	0.205439309773788
AT1G64380	56.0563286808836	-0.565245184099335	0.300335764642603	-1.88204420066978	0.0598300145238934	0.205637975845086
AT2G31390	822.101092674268	-0.171942799215553	0.0913880661391651	-1.88145790232305	0.059909656712334	0.205874513962327
AT2G40950	507.733182261486	-0.185801010306163	0.0987696681885413	-1.88115454586207	0.059950898856723	0.205963058981877
AT4G18780	203.238024064007	0.303585377732735	0.161386372621556	1.88110912217247	0.0599570763583702	0.205963058981877
AT1G09040	177.767558327874	-0.30779037472967	0.163631330319576	-1.88099903685039	0.0599720498609454	0.20597730214021
AT5G05320	85.3951601715898	-0.440189780022199	0.234070199160391	-1.8805887362046	0.0600278851459186	0.206131856862086
AT5G49830	1038.77807334114	-0.149199985317942	0.0793418561977007	-1.88047006294095	0.0600440426933019	0.206150129615119
AT1G51470	533.990955817733	-0.277985502923816	0.147855522198602	-1.88011579676018	0.0600922980317592	0.206278577725765
AT5G18070	179.545872749196	-0.313268470713803	0.166661246420205	-1.87967195399437	0.0601528001602125	0.206449011410407
AT1G76730	1108.53684926628	0.155726370321756	0.0828620420788561	1.87934507061216	0.0601973913371378	0.206564785858173
AT1G07890	9520.55028740335	0.109861290885225	0.0584670396958586	1.8790294746701	0.0602404687581781	0.206600807221125
AT1G09530	496.351215962779	-0.219547857876007	0.116838957315983	-1.87906382356918	0.0602357790495205	0.206600807221125
AT4G01010	101.863830027413	-0.451436839178642	0.240245517135355	-1.87906456928518	0.0602356772391101	0.206600807221125
AT3G15850	3763.07120078798	0.13337490218274	0.0709873543100658	1.87885438863057	0.0602643782318156	0.206645553619694
AT2G03270	216.600665854621	-0.285947009517815	0.152217213634924	-1.87854581416545	0.0603065358249655	0.20675284511338
AT1G60010	909.822821223552	-0.156378171165303	0.0832779316120463	-1.87778644519891	0.0604103852988228	0.207071562148613
AT5G05330	40.0866017459426	0.634783297868031	0.338068317786227	1.8776775712814	0.0604252867766918	0.207085327984108
AT3G50370	5207.71164405413	-0.108118477332074	0.0575854730257038	-1.87753041958714	0.0604454321420764	0.207117057109305
AT4G26510	1080.16878459567	0.154774089505023	0.0824400418250224	1.87741400997258	0.0604613727979888	0.207134369909768
AT1G20560	824.972509055656	-0.2001929942393	0.106640625409813	-1.87726763107373	0.0604814222701858	0.207165750318332
AT1G26770	352.683516488735	-0.325592371998698	0.173540175434327	-1.87617864960562	0.0606307527753103	0.207639863329884
AT5G11900	593.042167046268	-0.190048550952646	0.101303230425106	-1.8760364319591	0.060650277420108	0.20766934442767
AT2G43540	182.656667679609	-0.293498574156134	0.156460892482797	-1.8758590053959	0.0606746430986239	0.207715387854638
AT2G38970	447.829888833322	0.217930572815208	0.116192959764864	1.8755918883229	0.0607113411154733	0.207803626013092
AT3G16250	1231.40199309445	0.170770739997158	0.0910623607239056	1.87531641656999	0.0607492062066087	0.207859748801102
AT3G29130	180.545001301031	0.312457232519938	0.166615988135844	1.87531362395539	0.0607495901668485	0.207859748801102
AT1G64900	1495.53217786734	0.183133699927681	0.0976673291659339	1.87507635861059	0.0607822194335998	0.207905268947486
AT2G39805	389.173450175563	-0.213365859332996	0.113791607844845	-1.87505795351727	0.0607847511504371	0.207905268947486
AT1G69230	157.659725390068	-0.353143572705297	0.188405898702437	-1.87437641356995	0.0608785620738067	0.208188704816124
AT5G52810	302.395980419298	-0.38651997889858	0.206273451850316	-1.87382319649676	0.0609547980974113	0.208411948059876
AT3G58500	2329.21885071049	-0.118625845203113	0.0633209926346802	-1.87340469988374	0.061012521509636	0.208571825552438
AT1G21880	514.842365349739	0.196901174886108	0.105138923689363	1.87277145301449	0.0610999516049288	0.208758485545171
AT1G63400	36.6665834870039	0.63439812222041	0.338748408998824	1.87277078022413	0.0611000445498061	0.208758485545171
AT2G40110	354.246995522757	-0.259254557925063	0.138426274079563	-1.87287102574221	0.0610861970881923	0.208758485545171
AT1G75860	524.975230292192	0.185075128269486	0.0988558763552473	1.8721712364817	0.061182917091312	0.209004096740011
AT3G60620	531.486779767455	0.184809981599696	0.0987556267003165	1.87138685434623	0.0612914796552988	0.209262223431875
AT5G44260	1022.29109378014	-0.173041323315916	0.0924632872834987	-1.87145978041381	0.0612813795869958	0.209262223431875
AT5G65960	495.022416639801	-0.215942165959424	0.115388452780128	-1.87143653248303	0.0612845992145156	0.209262223431875
AT1G15370	645.780023248003	-0.177348631907677	0.0947789845826605	-1.87118096578682	0.0613200021186458	0.209322038454175
AT3G01510	878.904883476325	0.178214190988908	0.0952554056905492	1.87090894943918	0.0613577023489941	0.209413155631013
AT1G10900	1008.46595016335	0.150394788824506	0.0803941847275073	1.87071725814825	0.0613842814182192	0.209463296381583
AT5G64530	40.8278368023155	0.599051615337346	0.320238138681411	1.87064419561004	0.0613944144566709	0.209463296381583
AT1G29340	1295.60247279516	-0.17611220746859	0.0941661446547559	-1.87022850000152	0.0614520936139104	0.209600937416459
AT5G18800	726.803141738652	-0.164952537745972	0.0882007325259852	-1.87019464602944	0.0614567929409697	0.209600937416459
AT3G04010	157.617384540585	-0.387091182921639	0.207037678807036	-1.86966539207782	0.0615302982705467	0.209814015827009
AT5G67190	212.148429772056	-0.269432978893013	0.144143381633745	-1.86920117898731	0.0615948303179153	0.209996425083875
AT2G27930	49.957655723918	0.620839082119729	0.332169884038799	1.86904084913132	0.0616171314013181	0.210034815943142
AT3G13330	2316.8620599037	-0.122447500929538	0.0655361903940108	-1.86839515988601	0.0617070112302574	0.210303507997925
AT1G34640	95.4906365142687	0.415185025035279	0.222238508921482	1.86819569232246	0.0617347990111066	0.210360525951512
AT1G12280	162.379849246376	0.31809865603396	0.170288362285987	1.86799997230425	0.0617620747890959	0.210378103990646
AT2G30210	379.024576788904	-0.26323135004674	0.140910456901222	-1.868075342565	0.0617515699178211	0.210378103990646
AT1G14205	66.7362021690746	-0.45252998255641	0.242357062856841	-1.86720360950949	0.0618731597522936	0.210718759600364
AT5G64310	789.649670643249	0.253728029024291	0.13592846639938	1.86662908620478	0.0619534028716521	0.210954275323127
AT2G41710	387.394581838583	-0.211638058685005	0.113409860663697	-1.86613454461947	0.0620225439738159	0.211151910622382
AT4G08580	311.069108239567	-0.223394248510051	0.119730656943977	-1.86580658798673	0.0620684302906168	0.211241703845477
AT5G64920	539.032144037504	-0.188612794835237	0.101090190151374	-1.86578731875769	0.0620711272338213	0.211241703845477
AT1G07370	306.706489342016	0.257131975269664	0.137831409405347	1.86555427662694	0.0621037517536026	0.211277141158894
AT4G36750	631.380404874935	-0.169259077081265	0.0907260137900197	-1.86560689719055	0.0620963839461108	0.211277141158894
AT4G12680	127.423781215258	0.335762035125153	0.179991627558303	1.86543140744917	0.0621209584231154	0.211297892551644
AT3G25440	142.286644540083	0.324397941651547	0.173908242037937	1.86533966331959	0.0621338088952483	0.211303822027745
AT4G02770	64977.7415001283	0.14560881651603	0.0780762179776351	1.8649573492115	0.0621873827803154	0.211448216266795
AT1G02930	2568.56209613939	-1.62334947830398	0.870642958603681	-1.8645409834905	0.0622457718056381	0.211460827398609
AT3G13050	217.006854270117	-0.272887160038199	0.146356716519498	-1.86453458732687	0.0622466691249058	0.211460827398609
AT3G22830	213.686414678596	-0.328500113049466	0.176162087721112	-1.86476055829632	0.0622149740943283	0.211460827398609
AT4G24750	1391.34759693538	0.14457294272034	0.0775375896573297	1.8645529653329	0.0622440908990085	0.211460827398609
AT5G61260	38.7647870498614	-0.623060694636313	0.334139052560258	-1.86467487072302	0.0622269911912996	0.211460827398609
AT3G12965	313.306770064561	0.239574785416415	0.128497629106816	1.86442961696409	0.0622613969702772	0.211473096940288
AT3G59920	2844.47102982171	-0.128636735182177	0.0690164783194633	-1.86385539097988	0.0623420146569744	0.211709119392053
AT1G10300	48.5259099518885	-0.534154344020519	0.286613424078446	-1.86367524737544	0.0623673234631021	0.211719479222351
AT4G18160	292.07121624209	-0.246923395444881	0.132487663558088	-1.86374632032528	0.0623573372393631	0.211719479222351
AT3G61600	1280.24180792352	-0.140364474978817	0.0753218363894096	-1.8635296443536	0.0623877857903716	0.211751157337383
AT1G15800	206.673983934208	-0.269081848162222	0.144409265177133	-1.8633281447154	0.0624161127110975	0.21177111865776
AT1G63090	181.837372825291	0.288790130171565	0.154992667282874	1.86325027650824	0.0624270623124851	0.21177111865776
AT4G30320	31.0337931403724	-0.673623726905519	0.361510595916844	-1.86335818234348	0.0624118893315856	0.21177111865776
AT2G19460	79.1578752403319	0.45068974514236	0.241921499715458	1.86295862778814	0.0624680872297801	0.211845548886837
AT3G25780	226.715036392638	-0.277464563959324	0.148939398735425	-1.86293597473299	0.0624712746664822	0.211845548886837
AT1G49980	536.906361700582	0.194341110257096	0.104363736228541	1.86215171361361	0.0625817084337743	0.212068831714308
AT1G52500	252.283248526924	0.250103253450589	0.134300659370169	1.86226377907227	0.062565918337013	0.212068831714308
AT1G75260	52.1299477992538	0.51217805625282	0.27503580618228	1.86222318963581	0.0625716370346698	0.212068831714308
AT2G04700	3522.85935400027	0.131557459333212	0.0706428522774293	1.86228974470847	0.0625622602319984	0.212068831714308
AT1G18620	1858.95438097071	0.134142146630281	0.0720477472423264	1.86185067215364	0.0626241416913494	0.212174830193452
AT3G04850	123.64834755745	0.350370988257265	0.188199091831646	1.86170392666235	0.0626448348061732	0.212207146964501
AT4G12880	756.252782490918	0.175541357102396	0.0942966823860039	1.86158571712859	0.0626615080736504	0.212225837563312
AT5G24990	58.7584160381757	0.501497709481283	0.269408433236028	1.8614773986749	0.0626767894416977	0.212239808177084
AT2G46940	37.1722974143604	-0.632907293566401	0.340022088516671	-1.86137111364567	0.0626917869332641	0.212252812710165
AT1G17030	46.4935450432366	0.538659743064612	0.289420916127296	1.86116383802646	0.0627210433739798	0.212314079919322
AT2G41780	99.767712202107	-0.376224389642627	0.202164524377729	-1.86098125178322	0.0627468243219699	0.212363562693676
AT1G18460	687.345794677017	-0.178566058272522	0.0959820039653881	-1.86041185738229	0.0628272783698802	0.212446879436296
AT3G47460	283.423656171541	0.253743143705663	0.136369168156065	1.86070757148912	0.0627854840449481	0.212446879436296
AT4G35850	901.779277488915	-0.154208221164769	0.0828834981974861	-1.86054189939399	0.0628088962378629	0.212446879436296
AT5G05780	1169.98205282278	-0.139409134779321	0.0749342823555713	-1.86041862812283	0.0628263211798352	0.212446879436296
AT5G66005	170.470931288858	0.294636873193187	0.158370869809909	1.86042340707503	0.0628256455792425	0.212446879436296
AT4G00370	1739.4882797543	0.131982584746259	0.0709493634582822	1.8602363476293	0.0628520946620863	0.212493024498228
AT5G54850	104.313856660183	-0.368538169618313	0.198132950833094	-1.86005491801698	0.0628777565140729	0.21254201135816
AT1G14220	44.2647955729229	-0.694712007408801	0.373525996896086	-1.85987592077043	0.0629030828143715	0.212589846768627
AT1G53210	4585.22396833843	-0.105148090781226	0.0565391130484942	-1.85974071950932	0.062922218015822	0.212616745210124
AT1G17050	376.879498128415	0.243264419489964	0.130820007503714	1.85953528158188	0.0629513031106343	0.212639608396405
AT1G74930	127.503298981272	0.375981610975612	0.202191195857662	1.85953502762946	0.0629513390710971	0.212639608396405
AT3G19300	105.219765256032	0.376444998395306	0.202453520013373	1.85941443927693	0.0629684166803827	0.212659534693343
AT1G16170	428.335075949482	-0.217834984000452	0.117175514257696	-1.85904867053865	0.063020239933206	0.21279677750964
AT5G42300	2296.47672453753	-0.123252618518812	0.0663061704336488	-1.85884085467051	0.0630496996345955	0.212858471312963
AT4G34050	8085.44583319936	-0.131886215220671	0.0709654698607906	-1.85845616860405	0.063104262258663	0.213004876722641
AT3G29680	39.9323502807358	0.62814057183435	0.338017112968551	1.85830997229064	0.0631250085014999	0.213037105150352
AT5G59430	573.116981990537	-0.188942856662942	0.101682142800196	-1.85817146904754	0.0631446682456832	0.21306565603155
AT3G03350	94.9677057480556	0.414797029708069	0.223294237409162	1.85762532217972	0.0632222400009084	0.213289571515744
AT4G01700	144.728454422079	-0.927879806177476	0.499642259433884	-1.85708832401167	0.0632985890957095	0.213509283502975
AT4G23500	564.983705990339	0.181731367028417	0.0978646459465968	1.85696647926959	0.0633159232864071	0.213529892678711
AT3G45730	40.1497132709391	-0.690264238266768	0.37175593466246	-1.85676723330188	0.0633442773815884	0.213549802039223
AT5G11280	470.330520627288	-0.189999019881851	0.102327444527499	-1.85677479545373	0.0633432010429475	0.213549802039223
AT3G10160	1115.13035763245	0.160094821043391	0.0862521673971977	1.85612519516341	0.0634357152880338	0.213820171445704
AT1G04187	11.200378984853	-1.17411456255947	0.63260522557123	-1.85599883639796	0.0634537239119849	0.213842983826679
AT5G38900	96.4478474437749	-0.63013486512468	0.33953854711949	-1.85585663386527	0.0634739956378042	0.213873413569534
AT4G28880	1483.79631716167	-0.137378391740319	0.0740394960316473	-1.85547443058768	0.0635285072630319	0.214019182251092
AT2G37190	1933.62811879539	-0.134523001065076	0.0725055359791325	-1.85534799858307	0.0635465481000604	0.21404205578179
AT1G67700	4759.84624653041	0.145180200179798	0.0782614775633164	1.85506592387477	0.0635868131634618	0.214096716532236
AT3G04860	91.5043478016357	-0.395673986599479	0.213301591513852	-1.85499781689995	0.0635965383265172	0.214096716532236
AT5G11010	270.164764554764	0.23951185489317	0.129115722077604	1.85501696493022	0.0635938040078476	0.214096716532236
AT4G00940	143.888749241889	-0.339439287469207	0.182998718835467	-1.8548724801423	0.0636144386829005	0.214119087314844
AT2G45340	1033.66906751053	0.166277405191731	0.0896510395033519	1.85471809488069	0.0636364934119358	0.214155430863022
AT4G25940	411.399622930317	-0.22761038952688	0.122729166305865	-1.85457455939715	0.0636570038601805	0.214186565517523
AT3G45970	421.401308251326	0.348643664416534	0.18799927714253	1.85449470719089	0.0636684166746378	0.214187083787499
AT5G57590	365.901261164532	0.227511889516162	0.122713560094443	1.85400773428026	0.0637380534892575	0.214383438751704
AT2G02955	132.806414669148	-0.344421534577984	0.185828793894528	-1.85343469846481	0.063820077804167	0.214621382384033
AT1G72125	71.2460553111493	-0.44649095045718	0.240939564781923	-1.85312425072779	0.0638645516739175	0.214732985338389
AT3G54420	47.210637048065	-0.631813768171559	0.341101526702675	-1.8522748176448	0.0639863699147116	0.215104559331591
AT4G39390	342.259146858211	-0.247350824117169	0.133544656116478	-1.85219559741447	0.0639977407607604	0.215104773892704
AT2G40330	130.182647716936	-0.447003887556246	0.241419323777148	-1.85156631442175	0.0640881239431377	0.215370512258303
AT4G32030	673.198439330299	-0.204641420209035	0.110538642781291	-1.85131113482127	0.0641248051148597	0.215455721035869
AT3G10300	695.689436094059	-0.192353060085281	0.103916413576206	-1.85103636149087	0.0641643221969623	0.21555042653629
AT1G43890	743.778620372533	-0.165742822697159	0.0895556945076204	-1.85072343649857	0.0642093506228906	0.215636801579322
AT3G27950	40.4722101417436	-1.80125450393569	0.973282740704509	-1.85070013943929	0.0642127040026734	0.215636801579322
AT3G02980	23.7042323064057	0.76416500434421	0.413198383980422	1.84939010889359	0.0644015026469818	0.21623264849209
AT2G21870	3898.25281340378	-0.119097862674882	0.0644112196337242	-1.84902356067987	0.0644544107110144	0.216372103293866
AT1G17120	385.120088332474	-0.210096528475722	0.113639674225499	-1.84879558928355	0.0644873345014741	0.216381275277011
AT3G48020	20.1124348920198	-0.835527642304515	0.451910303964057	-1.84887937932694	0.0644752318711292	0.216381275277011
AT4G32010	815.927443339752	0.155971049384312	0.0843648405240632	1.8487683780997	0.0644912652870403	0.216381275277011
AT1G07350	566.964231206361	-0.191519790637814	0.103620649208887	-1.84827823508162	0.0645621026570325	0.216504396429999
AT1G67250	336.783202100111	-0.224779630672687	0.121609687926953	-1.84836943918239	0.0645489166261148	0.216504396429999
AT5G33290	360.407995977724	0.242392878855101	0.131144484262153	1.8482887802629	0.0645605779509032	0.216504396429999
AT2G02860	443.365706967531	0.198773355670638	0.107560327892452	1.84801738303911	0.0645998281794185	0.216592726698142
AT3G60680	136.919918174501	-0.324671867496281	0.175730288163776	-1.84755781651992	0.0646663368854776	0.216777514169044
AT5G64550	187.705487396047	-0.334296601519514	0.180962144305352	-1.84732891402651	0.064699484848869	0.216850422791558
AT4G09875	66.5895400903593	0.455373503779237	0.246520656214217	1.84720222139736	0.0647178375638722	0.216873725879004
AT1G64550	1861.43705838564	-0.127575334027901	0.0690937145004841	-1.84641012500504	0.064832678187033	0.217143815110936
AT3G56190	1934.42494048065	-0.121721821971739	0.065923268613556	-1.84641666791852	0.0648317288866601	0.217143815110936
AT5G24120	489.109425071313	0.323525170649735	0.175206602167684	1.84653527119999	0.0648145229229631	0.217143815110936
AT4G36940	603.565453210854	0.178775769987103	0.0968379281939938	1.84613377548686	0.0648727837492213	0.217239894040694
AT4G22890	10087.6883484576	0.161243355993649	0.0873497186451856	1.84595163550118	0.0648992282270547	0.217290200244894
AT2G26360	92.4017031450184	0.399151468289309	0.216258166834435	1.8457174317717	0.0649332447870754	0.217327594797559
AT2G32280	63.2993318899685	0.466744990173167	0.252874212335008	1.84575954132809	0.064927127565058	0.217327594797559
AT2G24340	17.695386590417	-0.882087635389139	0.478002537578703	-1.84536182560308	0.0649849223783578	0.217462297858554
AT2G45380	394.987281652924	0.205460932541056	0.111394522215778	1.84444377025169	0.0651184933887266	0.217794342163702
AT3G08240	9.91545067764234	1.17946237980844	0.639451995568811	1.84448932520615	0.0651118601073366	0.217794342163702
AT5G19740	237.737747525152	0.249293431629695	0.135152724930454	1.84453130159214	0.0651057483966152	0.217794342163702
AT3G47470	105081.647940994	0.139894886187336	0.0758543279742102	1.84425714291345	0.0651456741150848	0.217846951022214
AT2G35340	182.618821929261	0.278298363702624	0.150920947680484	1.84400090232544	0.0651830086783959	0.217895195413425
AT5G48830	624.823121148315	0.173965632727298	0.0943408724583222	1.84401127734061	0.0651814966834348	0.217895195413425
AT5G23570	942.653475703285	-0.15543582586443	0.0843027960802103	-1.84378019581391	0.0652151800279345	0.217964438659773
AT3G54000	150.752523722228	-0.339889252825746	0.184376966051865	-1.8434474766774	0.0652637036809448	0.218088301216633
AT2G32520	738.821031802192	-0.172559876851563	0.093629020025602	-1.84301701336165	0.0653265264905901	0.218259894618368
AT1G09540	61.5392638189719	-0.462567869912331	0.251028578474927	-1.84269007426392	0.0653742740509715	0.218304403992572
AT1G10600	478.924308313066	-0.195268281705972	0.105968160214723	-1.84270710475959	0.0653717861354957	0.218304403992572
AT5G12100	189.455710427804	0.306351697679813	0.166251677066733	1.84269839008508	0.0653730592169076	0.218304403992572
AT3G53500	1304.69452312583	0.133550441725082	0.0724825813828116	1.84251773567148	0.0653994546842271	0.218317204670984
AT4G21110	605.515701528759	-0.180305008513845	0.0978585331595442	-1.84250675635903	0.0654010591579025	0.218317204670984
AT1G71780	274.968887410424	-0.242526789547065	0.131677702645486	-1.84182123984967	0.0655013021519224	0.218575122283489
AT3G04560	293.684697736363	-0.229555286256245	0.124633512154555	-1.8418423928516	0.0654982070579823	0.218575122283489
AT1G73590	405.204002506618	0.201207170334389	0.10926326455413	1.84148964572361	0.0655498365595736	0.218583714410049
AT1G73760	539.45452070117	0.194416564571882	0.105571755557275	1.84155850725062	0.065539755072096	0.218583714410049
AT3G49780	636.126892642504	-0.627988302376661	0.340999119565697	-1.8416126797526	0.0655318249904244	0.218583714410049
AT4G08035	147.54211353515	0.343182376980409	0.186359486965075	1.84150741434872	0.0655472350692117	0.218583714410049
AT2G04025	36.6717203349168	0.605012096024765	0.328587172141136	1.84125293778936	0.0655845009023218	0.218597621184099
AT2G30460	538.008489326193	0.180046061489708	0.0977859768100276	1.84122578066066	0.0655884788540179	0.218597621184099
AT3G17310	497.630742231104	0.189603971462805	0.102972632717349	1.8413044947899	0.065576949426674	0.218597621184099
AT4G22540	1775.42977128784	0.131632674596463	0.0715083505748254	1.84080143840997	0.0656506619649644	0.218728229986249
AT4G31870	87.1112899200718	0.566468172576532	0.307725690905521	1.84082184009281	0.0656476711907414	0.218728229986249
AT2G18290	319.206729734207	0.229688992895648	0.12480068267291	1.84044660635102	0.0657026963561103	0.218863263085036
AT5G44700	68.0425844409969	-0.460490553340648	0.250247452243692	-1.84014082545872	0.0657475649007086	0.218974382820567
AT5G56140	1194.06152787307	-0.137694420617604	0.0748534872049384	-1.8395191160649	0.0658388688731261	0.219240091272948
AT4G29420	116.092397297394	-0.345650108600674	0.187929228886551	-1.8392567811223	0.0658774266084059	0.219317559910057
AT5G09670	567.73634391705	0.186844439996742	0.101589841243877	1.8392039765886	0.0658851900171351	0.219317559910057
AT5G13780	960.234707352504	-0.147425780629351	0.0801746870295586	-1.83880706107401	0.0659435693222337	0.219473488940898
AT1G65490	78.0474585355412	-0.595035339561322	0.323656070624717	-1.83848039189499	0.065991648599361	0.219567735206376
AT3G20010	441.887927086036	0.202489779215788	0.110141296295591	1.83845465802725	0.0659954373456217	0.219567735206376
AT5G01550	52.2212366994846	-0.729526098701733	0.396831078688208	-1.83837944627045	0.0660065116508233	0.219567735206376
AT1G67520	98.4916662530625	-0.491647677718861	0.267449996557669	-1.83827887099206	0.0660213229165133	0.219578609644012
AT2G17770	32.07537092462	0.700301630560783	0.381025512423133	1.83793895087815	0.0660714016834936	0.219668358201116
AT3G11070	352.608801352166	-0.216431607680906	0.11775428553923	-1.83799346826151	0.0660633677973383	0.219668358201116
AT5G49840	976.818637788537	0.174929545524752	0.0951916555489042	1.83765629997771	0.0661130670884892	0.21976847602506
AT3G42660	455.090866652019	0.199116015183531	0.108366825584318	1.83742592910598	0.0661470419361057	0.219842998915527
AT1G24560	794.337625860475	-0.165507496271742	0.0900983124842564	-1.83696555138769	0.0662149810454772	0.220002715509268
AT5G49690	31.0369817881408	-0.742260902305997	0.404073873606407	-1.83694356599013	0.0662182269242045	0.220002715509268
AT2G45050	278.220989416575	-0.244295642143496	0.133015893547047	-1.83658986628609	0.0662704644402234	0.220137823556977
AT2G27960	374.591457392996	0.204873243570395	0.111565380764174	1.83635140369802	0.0663057018709641	0.220213281922568
AT5G12130	1230.25241413852	0.151437807137142	0.082469911576006	1.83627948961208	0.0663163315882248	0.220213281922568
AT1G34065	109.810955567544	0.363336222025577	0.197967535538295	1.8353323490017	0.0664564607541819	0.220539861345901
AT2G03060	171.842783244326	0.284967720335118	0.155276883749016	1.83522307670553	0.0664726432378784	0.220539861345901
AT3G11410	1118.09680238792	-0.531440142749783	0.289538593109484	-1.83547256012544	0.0664357011938895	0.220539861345901
AT3G56590	1309.60358657065	-0.139959348909141	0.0762605357398387	-1.83527885755497	0.0664643820680609	0.220539861345901
AT4G02820	287.568656019324	-0.235069684267865	0.128078424151854	-1.83535740562485	0.0664527504961387	0.220539861345901
AT1G75390	367.620123745193	-0.263547081940105	0.143611236955797	-1.83514248276563	0.0664845807317188	0.220541005028809
AT5G24206	32.7911335637538	0.668737219819898	0.364425468238313	1.83504523724061	0.0664989869923334	0.220550336217251
AT1G13300	768.159672164761	0.247860145056106	0.135079513958274	1.83492032058	0.0665174963153004	0.2205565165337
AT1G15950	582.953443117119	-0.176272137107767	0.0960690613445412	-1.83484812530422	0.0665281956675632	0.2205565165337
AT2G27350	851.080662544311	0.162989380251797	0.0888325554863263	1.83479332953429	0.0665363173562311	0.2205565165337
AT5G22300	162.292607588379	0.334647208098964	0.182396907537383	1.83471974726533	0.0665472248162027	0.2205565165337
AT5G16560	358.252389886655	0.22331759419575	0.121733711431511	1.8344761822315	0.0665833401593615	0.220637774462932
AT5G52260	17.585462680427	-0.865905654910348	0.472073159796507	-1.83426156929491	0.0666151759190483	0.22070482526715
AT1G49000	50.0755018895891	-0.712180513373082	0.388396287004437	-1.83364397962163	0.0667068593406392	0.220970101357534
AT2G38465	232.047076030736	0.256043605840785	0.139664763972348	1.83327274939209	0.0667620197960275	0.221114321831411
AT3G48900	86.0136032504214	0.414193482671641	0.22594470724742	1.83316302345635	0.0667783309717917	0.221129846546104
AT2G27020	1478.23779661683	0.128879318176726	0.0703344457297427	1.83237838643017	0.0668950658894467	0.221475361259
AT4G36220	3018.50088404247	0.145481963646279	0.0794015472535895	1.832230840309	0.0669170359219145	0.221475361259
AT5G24400	1104.45656464097	-0.155591840553445	0.0849195185482048	-1.83222706879954	0.0669175975881378	0.221475361259
AT1G28710	199.71467806435	0.285686302219739	0.156007562427637	1.831233677228	0.0670656720966042	0.221888234081008
AT1G57980	123.162339206138	0.360319623382772	0.196757951048333	1.83128367348297	0.0670582132366485	0.221888234081008
AT1G15240	1153.7515871036	0.141311412480449	0.0771796526300267	1.83094128653115	0.0671093070661819	0.221916818638457
AT1G73280	77.1411552529971	-0.426559291776431	0.232970847628189	-1.83095565869769	0.0671071616877768	0.221916818638457
AT2G04230	435.014760454213	0.198282891778537	0.108294572574083	1.83095871811022	0.0671067050069549	0.221916818638457
AT2G03470	614.821086517008	-0.183344143668034	0.100150417476476	-1.83068776234606	0.0671471606994081	0.221939654510445
AT2G47000	1766.13606140322	-0.192629455518256	0.105221673506083	-1.8307013099076	0.0671451374719741	0.221939654510445
AT5G57330	1493.70231265165	-0.140330682334809	0.0766557599137344	-1.83066063780116	0.0671512116990183	0.221939654510445
AT1G67740	40856.1232384962	0.139095043354604	0.075990139324994	1.83043543004604	0.0671848538216759	0.221947065459222
AT5G53090	137.321139573038	-0.325360245346174	0.177741549720117	-1.83052440950643	0.0671715601801418	0.221947065459222
AT5G63440	190.492700551739	0.282068568392475	0.154101191919537	1.830411334779	0.0671884540569627	0.221947065459222
AT5G51930	33.4295612836718	-0.689375126824752	0.376674108405397	-1.83016329352484	0.0672255247942849	0.222030969390013
AT5G38070	24.7036377269045	0.728122288668997	0.39786433714862	1.8300767892072	0.0672384571619841	0.222035134360282
AT3G45980	653.977740829783	0.175886923927912	0.0961405429293784	1.82947712347654	0.0673281633015221	0.222292776578993
AT5G07040	12.8881481300484	-1.0152555186368	0.555208487395902	-1.82860230289104	0.0674592074668287	0.222648154553947
AT5G64980	52.5093177708054	0.535578445346501	0.292889124837666	1.82860475151935	0.0674588403807051	0.222648154553947
AT4G09350	435.529653541454	0.23337659269628	0.127644201034152	1.8283368206742	0.0674990169853938	0.222663655129206
AT4G15510	1116.78754525772	0.145835990364761	0.0797630723931699	1.82836475563407	0.0674948271799834	0.222663655129206
AT4G35540	107.657704650018	-0.368311559609546	0.20144421377821	-1.82835511977056	0.0674962723840529	0.222663655129206
AT2G31860	37.9240758541183	-0.599882877328631	0.32819582658046	-1.82781994390037	0.0675765790062281	0.222849013483444
