	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT5G11430	399.972238872734	-0.105604523098841	0.109271246588474	-0.966443839490166	0.333822136219065	0.596873124050312
AT5G64130	1624.73651226479	-0.0820585783485484	0.0849251937907924	-0.966245405935655	0.333921397144001	0.596873124050312
AT1G19520	932.930313854325	-0.0774528313498989	0.0801706309190277	-0.966099810641709	0.333994239289271	0.596947238654555
AT1G51710	1200.25374126729	-0.0815675866010263	0.0844491044330404	-0.965878645471027	0.334104909073863	0.597077350012338
AT2G30390	2997.41926163057	0.062020733100719	0.0642263869574727	0.9656581358342	0.334215274371716	0.597077350012338
AT2G42955	12.7866492321623	0.52461484827619	0.543263292348294	0.965673285247206	0.334207691323176	0.597077350012338
AT3G11290	420.984043997648	-0.106249074985869	0.110029607008812	-0.965640775008493	0.334223964480729	0.597077350012338
AT4G39675	72.8754752674944	-0.250446390965649	0.259349107451304	-0.965672847024058	0.3342079106745	0.597077350012338
AT1G63310	147.727473908348	0.174881634669391	0.181119808005908	0.965557752047118	0.334265524344614	0.597095524425534
AT5G21105	1588.30462284388	0.0815387231892295	0.0844614054913409	0.965396238848867	0.334346384613954	0.597183890798598
AT3G56980	26.7295920121971	0.410451773528059	0.425229933918036	0.965246660192025	0.334421281198106	0.59720552459521
AT4G29000	335.495113092234	-0.124802296355656	0.12929043902239	-0.965286352953318	0.334401405301558	0.59720552459521
AT5G58720	700.533864332091	0.089778506568002	0.0930301798799697	0.965047113569348	0.334521214431533	0.597327912835131
AT2G13650	267.073036555411	-0.128519509184619	0.133206247648943	-0.964815926076715	0.334637017523529	0.597473759312451
AT2G18350	143.438672169946	0.167112044773177	0.173216423285277	0.964758662046459	0.334665705384434	0.597473759312451
AT1G76070	137.000445624541	-0.179674821122563	0.186300674466568	-0.964434625033018	0.334828069761881	0.597707534873795
AT1G76130	174.411044807171	0.159031603373413	0.164912473371541	0.964339446993321	0.334875770015243	0.597736596807092
AT1G20580	773.484673035806	-0.0908194493116551	0.0941987276443056	-0.964126072430504	0.334982722575278	0.597815320288189
AT3G21290	564.764262194727	-0.101171155378674	0.104929526304605	-0.964181950893203	0.334954711746108	0.597815320288189
AT5G45775	1617.32892167976	-0.0665251476434318	0.0690083271708857	-0.964016233558237	0.335037787148088	0.597834462478144
AT5G65685	701.478488040183	0.0859572836210244	0.089169220529897	0.963979309342559	0.335056299355654	0.597834462478144
AT1G74590	113.102843525073	-0.262688032301042	0.272562370141969	-0.963772189698144	0.335160152417746	0.597963681852688
AT3G27560	328.097825239207	-0.116906203352922	0.121319479066343	-0.963622694827041	0.3352351243909	0.598041354689843
AT1G65486	145.484772427551	-0.802620352496207	0.833007590234754	-0.963521055396406	0.335286102934208	0.598058353221498
AT3G16480	1046.6370748097	-0.0796757700793981	0.0826959636544221	-0.963478343542315	0.335307527095274	0.598058353221498
AT5G47250	415.50490337158	-0.108230381386008	0.112354681808848	-0.963292135615175	0.335400938834457	0.598168881633704
AT1G73040	15.7501647083904	0.479497899769491	0.497930590548329	0.962981405182319	0.335556854957329	0.598334765086533
AT3G63290	80.617330545724	-0.233953320653451	0.242931260431046	-0.963043291498739	0.335525798357159	0.598334765086533
AT2G01730	42.8230283262699	0.293251634034766	0.304567697632143	0.962845489901413	0.335625068236195	0.598344231855063
AT3G26890	1794.18080701363	0.0673111759471636	0.069905517742803	0.962887882396	0.335603791296308	0.598344231855063
AT3G05040	656.66242268453	0.0898668189246033	0.0933423858457438	0.962765394417021	0.335665270807865	0.598359830570542
AT3G47700	228.33347144541	-0.131598162581174	0.136718963268851	-0.962545059110727	0.335775880377489	0.598500922730381
AT1G60690	311.689221631	0.118753846784403	0.123398620154626	0.962359600420143	0.335868999873219	0.598604940088223
AT2G04880	860.310872657674	-0.0802660812682571	0.0834103594209691	-0.962303505529296	0.335897168599757	0.598604940088223
AT1G22500	169.729526057852	-0.15517775659325	0.161269064364534	-0.962228913553342	0.335934628216236	0.598615620755496
AT2G27490	182.681525260965	-0.147845766800099	0.15367129998792	-0.96209094874398	0.336003920352695	0.598683017775562
AT2G39675	61.7991306844795	-0.256296777659082	0.266419906979186	-0.962003104667042	0.336048044394364	0.598705562517174
AT1G13460	214.060886596356	0.142197805392963	0.147833601697671	0.961877433546982	0.336111175426583	0.598761962853761
AT2G41020	279.649365698343	0.121174948775636	0.125995583424548	0.961739653741125	0.33618039804127	0.598829203402351
AT2G27900	1304.63888601751	0.069999173549498	0.0727899411045078	0.961659983334744	0.336220429818963	0.598844439366721
AT4G37330	992.141133944461	-0.0836953800440341	0.0870490440013388	-0.961473856539388	0.33631396440887	0.598954900446336
AT5G47570	872.802697424921	-0.086120971532924	0.0895776590087952	-0.961411276939803	0.336345416393408	0.598954900446336
AT1G01140	842.591504700085	-0.0934445491031247	0.0972042029029155	-0.961322106580661	0.336390235941118	0.598978645502044
AT4G12240	129.641224086915	-0.171399915665525	0.178343075873345	-0.961068518226353	0.336517717629388	0.599037434282912
AT4G40042	99.9838006794315	-0.20775806492723	0.216161423738574	-0.961124613883433	0.336489515041626	0.599037434282912
AT5G55910	1232.62853410825	0.0764101864361397	0.0794992043438602	0.961144039953413	0.33647974876757	0.599037434282912
AT1G15030	573.240574714127	0.0970073348010266	0.100980710083419	0.960652135649377	0.336727105182655	0.599354083925415
AT1G09440	128.395642511614	0.177881982472752	0.185199189070821	0.960490072149987	0.336808625187996	0.599387023907992
AT3G62310	1264.39417683778	-0.0714809487922354	0.0744185659684501	-0.960525748675941	0.336790678351483	0.599387023907992
AT5G07180	602.149230478718	0.0941605234058629	0.0980481450718157	0.960349870330487	0.336879158727837	0.599456469520005
AT1G16220	141.954904244056	0.170675755750955	0.177819655488032	0.959825027680598	0.337143283917696	0.599870354774622
AT3G47790	271.073798387868	-0.130186680528015	0.135663140192173	-0.959631926134095	0.33724049507294	0.599987204551352
AT1G12820	568.246377477329	-0.0957478297121859	0.099790466285971	-0.959488749534449	0.337312584648964	0.600059342655871
AT4G01897	43.5166437006716	0.286867711431919	0.299031320203055	0.959323295088703	0.337395903480633	0.600151441590983
AT3G54650	661.251977677746	0.0910944692922785	0.0949898921778886	0.958991185311432	0.337563185798287	0.600392861502115
AT5G28830	242.746142594219	-0.143525861382308	0.14967392582197	-0.958923610736485	0.337597229355656	0.600397278794242
AT4G28610	1244.3314215704	-0.0791326989062613	0.0825451474646749	-0.958659610368084	0.337730251879952	0.600577707212956
AT1G76280	382.952679829473	0.113941337287522	0.118901500083324	0.958283429625987	0.337919857180235	0.60080255728942
AT2G16710	410.576144727081	-0.122061725755492	0.127374144741311	-0.958292799558271	0.337915133649952	0.60080255728942
AT1G77480	404.157980830864	-0.106631310316958	0.111300855190506	-0.958045741287838	0.338039693795154	0.600847158250865
AT4G24380	41.9371287372861	0.298384994257213	0.311417554601286	0.958150848751097	0.33798669783102	0.600847158250865
AT4G38790	454.582776077046	-0.100921869922848	0.105337890367599	-0.958077568960796	0.338023645482556	0.600847158250865
AT4G24180	29.7296298011414	0.357105425086649	0.372872356446814	0.957714936257513	0.338206522980189	0.601087527389305
AT2G43630	677.757245993471	0.089018314687837	0.0929704708002375	0.957490200077696	0.338319890450023	0.601232844084188
AT3G01235	4.79778491246959	0.882662054485365	0.921939024153397	0.957397432325744	0.338366693969173	0.601259852986134
AT5G23880	574.589558822515	0.0914897495149369	0.0955688243212045	0.957317934637785	0.338406805735634	0.601274967060307
AT1G31120	548.339024134908	0.0941562284845866	0.0983773983486638	0.957092076686998	0.338520782453817	0.601283134480513
AT2G24440	92.6172967240403	0.199182820471234	0.20813974714253	0.956966764905489	0.33858403028738	0.601283134480513
AT3G05150	83.9951898933029	-0.242799212146022	0.253711054966065	-0.956991062839172	0.338571765950138	0.601283134480513
AT4G16510	136.088717415524	0.171031492386901	0.178728794136432	0.956933062818879	0.338601041825575	0.601283134480513
AT5G25630	2351.71178257197	0.0639224375791557	0.0667987264907298	0.956940961861401	0.338597054638546	0.601283134480513
AT5G43680	246.445230036354	0.13281330341675	0.138770508611893	0.957071533031534	0.338531150805027	0.601283134480513
AT1G20570	69.6301513776693	0.239680338407451	0.250647640062447	0.956244145557231	0.338948901424136	0.601626901663652
AT1G43690	1000.24713040017	0.0766002553789059	0.0800990634672884	0.95631898880052	0.338911099225488	0.601626901663652
AT1G55680	2090.83533124064	-0.0687881996006663	0.0719390559542102	-0.95620103278045	0.338970678268618	0.601626901663652
AT2G03800	284.864885476857	0.135194900757628	0.141391538096306	0.956173916614045	0.338984375469548	0.601626901663652
AT2G34925	23.0532268163539	0.396886762116068	0.414974730681922	0.956411879498953	0.338864185291006	0.601626901663652
AT5G56250	597.214492759365	-0.0930549238410786	0.0973062022133137	-0.956310304219709	0.338915485538126	0.601626901663652
AT1G66890	279.794706153448	0.127966170792088	0.133860825208939	0.955964305407122	0.339090268452978	0.601702571313259
AT2G23310	820.831584452467	-0.0798502197740762	0.0835251859839116	-0.95600169976822	0.339071375730062	0.601702571313259
AT5G66680	2192.44140745359	-0.0644363166407154	0.067412507852923	-0.955851053357918	0.339147490814648	0.601747982210209
AT1G77855	77.380918895681	0.238018154484513	0.249031672799257	0.955774628219189	0.339186109306954	0.601760378947635
AT1G54290	268.876005495992	-0.127856733718292	0.133797463433565	-0.955599085641687	0.339274823650371	0.60183598440754
AT5G66580	111.912012943716	-0.195541248363226	0.204634144184075	-0.955565109346223	0.339291996045567	0.60183598440754
AT2G30942	54.9384075868401	0.261435312463049	0.273618541465594	0.955473671713594	0.339338213481302	0.601861847218747
AT5G19630	184.596539689444	-0.144372981053677	0.151141137677205	-0.955219626320513	0.339466642709744	0.601977387295877
AT5G25130	164.82915440364	-0.153558810912993	0.160749338993417	-0.955268692702255	0.339441835432289	0.601977387295877
AT3G11200	1174.77348809663	-0.0726048856969035	0.0760299786559637	-0.954950757324835	0.339602599761688	0.602145311642434
AT5G02502	85.2191277724834	0.223295943320485	0.233840471339642	0.954907172574751	0.339624642237349	0.602145311642434
AT5G40530	192.238775473304	0.144255094923867	0.151129443314445	0.954513506833507	0.33982377562844	0.602442224168805
AT4G13650	127.617615253377	0.173477044594517	0.18175777343444	0.954440854531543	0.339860534528628	0.602451249429054
AT5G58980	140.470725357252	-0.16753537053945	0.175545135089071	-0.954372050552378	0.339895348695187	0.602456826011109
AT5G66240	809.298491610218	-0.0852545231214948	0.0893573070043186	-0.954085636414429	0.340040296121917	0.602657592083412
AT1G70920	40.4905429634459	-0.294969200684673	0.309216212273903	-0.953925405513312	0.340121402474406	0.602745184971877
AT1G80690	216.635961393138	0.135391391480173	0.142063542585235	0.953034036856715	0.340572825536347	0.603488956129235
AT1G31750	33.9253835566504	0.32523640661991	0.341400377302104	0.952653916759178	0.340765449530852	0.603774044134761
AT4G18360	241.240716501615	-0.130251925788158	0.136754102558135	-0.952453515848184	0.340867029795538	0.603897781228378
AT3G61410	48.0431350049386	-0.287466547109038	0.301876576374168	-0.952265162676055	0.340962520916348	0.603930506696424
AT4G04800	229.04053202534	-0.138060478781915	0.144984632202929	-0.952242156180232	0.340974185902689	0.603930506696424
AT4G11190	660.877306178248	-0.101687492183144	0.106788878878892	-0.952229232582043	0.340980738668329	0.603930506696424
AT5G18430	121.838052631182	0.195666579501425	0.205513959102941	0.952084132656978	0.341054315494666	0.604004589272996
AT1G09490	462.040900076267	0.108605623776968	0.114085538586212	0.951966613147002	0.341113914378968	0.604053905533415
AT4G16520	2337.21094391295	-0.0679026336854404	0.0713383555636176	-0.951839065380287	0.341178606542552	0.604112231093216
AT2G02400	401.673389365484	-0.105682594830389	0.111057560513926	-0.951601983163833	0.341298875392716	0.604268944203912
AT2G16700	1525.83988635431	0.0771104972002775	0.0810595423254028	0.951282168491991	0.341461156378459	0.604275073390122
AT3G14110	1985.17150692506	-0.0863446029249189	0.0907498088475409	-0.95145768372887	0.341372089980324	0.604275073390122
AT3G53490	112.138600079296	-0.185742868210438	0.195252800017729	-0.951294261560256	0.341455019191844	0.604275073390122
AT5G16690	129.462039696979	0.180749015370089	0.190004068239024	0.951290238389568	0.341457060927984	0.604275073390122
AT5G54110	409.332279963709	-0.110443937567106	0.116076053458264	-0.951479088723647	0.341361228887933	0.604275073390122
AT3G47380	94.512348199635	-0.334471727249548	0.351712958236236	-0.950979255717079	0.341614906504079	0.604490929339931
AT2G20490	550.23328070544	-0.0956906235128138	0.100716021187989	-0.950103294233643	0.342059769521094	0.605221824346102
AT3G28850	99.970063767375	-0.197776442266215	0.208200800636139	-0.949931228227394	0.342147197941788	0.605320217022652
AT1G79020	249.812492524097	0.130599364202803	0.13749246012742	0.949865644136197	0.342180525621761	0.605322886314709
AT1G17720	1601.9769153734	0.0646524184775398	0.0681020337843377	0.94934636874837	0.342444477608275	0.605452020633812
AT1G19480	178.326333206919	-0.145287346801578	0.153035640785854	-0.949369349881588	0.342432793355024	0.605452020633812
AT1G62975	232.341986578533	0.155746926632126	0.164053379916875	0.949367374881532	0.342433797490482	0.605452020633812
AT2G01170	986.764926935558	0.0837858176598821	0.088247564320102	0.949440568761356	0.342396585296417	0.605452020633812
AT2G01480	561.417158104571	-0.0969741504052585	0.102122682499839	-0.949584832981752	0.342323248099258	0.605452020633812
AT3G48120	164.652122093084	0.1616292802126	0.170202235896432	0.949630769309935	0.342299898322414	0.605452020633812
AT5G20570	803.797694117258	-0.0824776050262688	0.0868898555102646	-0.949220188500895	0.342508635730494	0.605509180014582
AT1G69325	26.7493526592221	0.366087995375727	0.385886344832122	0.948693832467672	0.342776351751431	0.605644777163483
AT2G20010	448.750608362251	-0.100183835165027	0.10557717976065	-0.948915621653752	0.342663528690329	0.605644777163483
AT2G36130	447.39738367946	-0.0996919862923288	0.10508123174416	-0.94871352988179	0.342766330813731	0.605644777163483
AT2G40060	1980.40537544103	0.0660820874109988	0.0696555300768214	0.948698363764061	0.342774046465813	0.605644777163483
AT2G43620	1957.93074119902	-1.1473927409729	1.2092031132174	-0.948883383139793	0.342679926788092	0.605644777163483
AT4G02740	323.765649052775	0.118194945026014	0.124564926275583	0.94886216015995	0.342690722115881	0.605644777163483
AT1G02520	287.937367382121	-0.152372355696975	0.160673517954887	-0.948335218126969	0.342958827320445	0.605854650473038
AT4G12650	2588.17813698076	-0.0615081898775707	0.0648578207856322	-0.948354248300561	0.342949142540415	0.605854650473038
AT4G08240	122.134466974642	-0.17687922222036	0.186540594615199	-0.948207668069414	0.343023744232635	0.605913065021509
AT3G15400	53.4340360622994	0.268118795462791	0.282792229837503	0.948112314177997	0.34307227995673	0.605942535873812
AT5G38743	6.30422929336198	0.735163525253848	0.775529518380654	0.947950410435579	0.343154700019814	0.606031843035365
AT1G17370	1085.89474272892	0.0756364801831432	0.0798061904923116	0.947752044253133	0.343255699200173	0.606153942410107
AT1G56000	180.596898743645	0.178292128116557	0.188162327821192	0.947544230458211	0.343361529049893	0.606172023816366
AT4G29220	1846.54743574457	0.0698294219979396	0.0736939145941942	0.947560220982493	0.34335338508335	0.606172023816366
AT5G15290	28.9761838743115	-0.41373225605981	0.43658596059003	-0.947653597245009	0.343305831060664	0.606172023816366
AT1G19980	113.049020566371	0.200004368916875	0.211185547391177	0.947055190980513	0.343610656220912	0.606443002499919
AT4G21585	106.281528853999	0.184157907037513	0.194428292567331	0.947176486538032	0.343548854906524	0.606443002499919
AT5G08580	488.040547999016	0.0992038040424233	0.104743219153868	0.947114332018882	0.343580522376273	0.606443002499919
AT3G22060	2170.67989376962	-0.533932703481361	0.563871220019512	-0.946905400603501	0.343686985731733	0.606521448660528
AT3G14440	401.05879864546	-0.393389048740217	0.415595703029283	-0.946566689387784	0.343859624600806	0.606769826398825
AT3G04110	249.48568719429	-0.189215511476408	0.199914291997023	-0.946483163290929	0.343902205809669	0.606788681443437
AT1G21065	1725.52053658491	0.0855136318131298	0.0903857478804429	0.946096412525593	0.344099413400344	0.606898022980189
AT2G42690	745.765313791247	-0.092955676265393	0.0982555419860413	-0.946060388925428	0.344117785822804	0.606898022980189
AT5G02490	391.251426722347	0.130961209552377	0.138410156255385	0.946182080097769	0.344055724534785	0.606898022980189
AT5G02620	563.458669882262	0.0924869336057786	0.0977612690996635	0.9460488233995	0.344123684497861	0.606898022980189
AT5G58240	425.581867807351	0.107698052318326	0.113824954835531	0.946172589955706	0.344060564155993	0.606898022980189
AT1G12640	532.816032596462	-0.0949643710782358	0.100414376488239	-0.945724849363166	0.34428894467631	0.607133192762526
AT1G55160	386.88609404264	0.115465798953448	0.122101291954686	0.945655832997241	0.344324156685706	0.607138310206517
AT4G10590	588.623708299911	-0.0947712322045541	0.100224013936436	-0.945594059569991	0.344355675311623	0.607138310206517
AT5G24350	1290.55122871818	0.0704124046525295	0.0744825308489772	0.945354620069229	0.344477861811133	0.607297455573626
AT1G08050	108.474497778847	-0.194515500571164	0.205808962631676	-0.945126480809666	0.34459430750626	0.607335913045369
AT1G72420	87.2291842261027	0.203215931717847	0.215003970942892	0.945172923209981	0.34457060057391	0.607335913045369
AT2G14660	41.4066678653365	0.289950124027772	0.306837477441426	0.944963198255735	0.344677664784989	0.607335913045369
AT2G35210	30.7232332528501	0.343800231638653	0.363858070385844	0.944874553075264	0.344722924370027	0.607335913045369
AT4G09845	3.86995357828814	-0.960008612741272	1.01581568270407	-0.945061814940441	0.344627318502056	0.607335913045369
AT4G13980	298.097241579874	-0.131058906130022	0.138714329446843	-0.944811589780604	0.344755073852867	0.607335913045369
AT5G02360	103.142262733027	-0.197707098243666	0.209229127518446	-0.944931045636731	0.344694080515049	0.607335913045369
AT5G56730	421.338250073806	0.10432511003336	0.110418937422538	0.944811754836412	0.344754989571758	0.607335913045369
AT4G16563	583.755375858702	-0.118129358082443	0.125052899421837	-0.944635099454681	0.344845201197672	0.607427937011581
AT4G35040	625.436464592078	-0.0884449674532216	0.0936337519524022	-0.944584250967341	0.344871170503684	0.607427937011581
AT5G06680	409.141369457572	0.113311278981852	0.119968058746663	0.944512065675187	0.344908039070898	0.607436635371669
AT5G01700	52.8440870543567	0.262149189691439	0.277596823426213	0.944352267637243	0.344989664703983	0.607524148970525
AT1G58080	3622.56138321581	-0.0628828224525458	0.066599797686575	-0.944189391512543	0.345072875316016	0.607614437246564
AT4G37022	25.0251774117306	-0.390854046806651	0.414046248194695	-0.943986447192395	0.345176573987485	0.607740781447286
AT1G14030	568.040884968939	0.103290178382081	0.109449312929524	0.943726146993636	0.345309608936446	0.607862496567684
AT1G26540	61.0179358247897	0.245091128783761	0.259690036842222	0.943783334023976	0.345280378828486	0.607862496567684
AT2G20060	642.110689851734	-0.0955634333861607	0.101290639268582	-0.943457698324573	0.345446842663319	0.608047810402201
AT3G07760	426.636844691408	-0.104979585034568	0.111282914433071	-0.943357617558674	0.345498013878056	0.608068347798377
AT5G44210	45.3516686017198	0.286373449211224	0.30358365060149	0.943309854281786	0.345522436906038	0.608068347798377
AT1G74640	1575.47794848714	0.0858512407634685	0.0910496697776991	0.94290556981785	0.345729205717685	0.608206174042604
AT1G79280	2677.4168443369	0.0589962631741048	0.0625726540536859	0.942844187550161	0.345760606195898	0.608206174042604
AT2G33750	27.8915872503498	0.406436089378009	0.43104965522486	0.942898537213745	0.345732803197579	0.608206174042604
AT4G34700	2000.98513614798	-0.0647194688601451	0.0686288189686318	-0.943036319621447	0.345662325906419	0.608206174042604
AT5G16550	429.815576074455	0.110228648631582	0.11689091122133	0.943004443030364	0.345678630336355	0.608206174042604
AT5G38010	35.0331689674222	0.327733630394098	0.347639310638367	0.942740421939867	0.345813692267608	0.608243313766547
AT4G29350	2783.51034646942	0.0644130251243402	0.0683485699466883	0.942419500138513	0.345977907447342	0.608475890845728
AT2G39350	246.375013338319	-0.145136849765027	0.154068972919858	-0.942025165836103	0.346179755705335	0.608767139772924
AT3G61490	241.259580366408	-0.131149591961169	0.139228912885028	-0.941970954477463	0.346207510786546	0.608767139772924
AT1G18540	4630.00967435714	-0.0542957675109055	0.057645123529426	-0.94189697560782	0.346245388706568	0.608777474561345
AT1G05940	965.734091652971	0.0838979350927053	0.0891121271860832	0.941487289575193	0.346455199827642	0.609090076843273
AT1G66760	198.225066281814	0.142207786037243	0.151067678147174	0.941351504050392	0.346524757068587	0.609156068977343
AT1G15880	224.132981648012	-0.13516488350636	0.143606269649291	-0.941218540363555	0.346592877416314	0.609219523234589
AT4G16710	107.717549868076	-0.192191370739629	0.204209339014404	-0.941148782260506	0.346628619502953	0.609226058520341
AT4G38420	1033.95185421072	-0.100980770121453	0.107303239417306	-0.94107848625833	0.346664639567805	0.609233081121285
AT1G16880	8354.17741831393	0.058890229757649	0.0625817735373535	0.941012477418827	0.346698465035904	0.609236245967396
AT2G30060	920.591829690596	-0.0784104883555996	0.0833381405265657	-0.940871584849013	0.346770670836118	0.60925776703066
AT2G39290	512.289717044457	0.099697394791898	0.105963707010101	0.940863599481226	0.346774763530698	0.60925776703066
AT2G44200	547.730208438165	-0.0990277590044921	0.105270186554365	-0.940700897811662	0.346858158776529	0.609348011133502
AT3G47480	65.0584210851962	-0.375036557287813	0.398715810063702	-0.940611201817893	0.346904139297554	0.609372515789166
AT5G12140	1196.30632687301	0.0784651272460446	0.0834320933116515	0.940466960992417	0.346978089066689	0.609446142221834
AT1G30940	43.4999508586623	-0.27884160462184	0.296563918923353	-0.940241164987796	0.347093870905729	0.609593223791599
AT1G21540	198.812592094132	-0.137723834431373	0.14654881919498	-0.939781263253537	0.347329771604954	0.609764442487473
AT3G09410	691.829886809513	0.0850398963571626	0.0904733182063225	0.939944483557361	0.347246038168094	0.609764442487473
AT3G26640	234.238205485891	-0.128299564899478	0.136528832871217	-0.939725054417614	0.347358610200553	0.609764442487473
AT3G53440	118.081859224131	-0.194513953992825	0.206979413981418	-0.939774397130567	0.347333294267353	0.609764442487473
AT4G19610	512.7976451379	0.0957580602468741	0.101879200692543	0.939917663231948	0.34725979634659	0.609764442487473
AT5G42520	980.558882799015	-0.0763686119680463	0.0812711992095736	-0.939676204003278	0.3473836747098	0.609764442487473
AT1G68920	541.443001139293	0.0926505245939027	0.0986186383956202	0.939482902027346	0.347482866711917	0.609833552616771
AT5G22240	25.6007985860857	0.367799501901576	0.39149491217222	0.939474538406721	0.347487158871205	0.609833552616771
AT1G15790	23.5501142337714	0.406067902816051	0.432370648366611	0.939166209246799	0.347645415061573	0.61005501117345
AT1G72740	458.827714983753	0.0966653792099831	0.102972343932917	0.938750887063013	0.34785866003918	0.610303550503461
AT4G34840	157.441279110914	0.153512328321809	0.163517475539319	0.938812978952183	0.347826774000353	0.610303550503461
AT5G63135	112.027177391401	-0.183253884125407	0.195220317971761	-0.938702928206046	0.34788328961625	0.610303550503461
AT1G18910	324.395635762156	-0.125689880736967	0.133917830246572	-0.938559716100123	0.347956843706498	0.610376301952275
AT3G09210	1254.81635136591	0.073027728119706	0.077814620594551	0.938483379623646	0.347996054348517	0.610388801210233
AT1G72650	572.985135719611	-0.0905489229699938	0.0965108765350037	-0.938225060438161	0.348128762225542	0.610565278194773
AT2G26300	908.904100642716	-0.0943044450669746	0.100525281111326	-0.938116700838048	0.348184440034994	0.610606635990571
AT2G06255	58.1058689516217	0.255219356126451	0.272111330651403	0.937922561017526	0.348284207971776	0.610669011286181
AT4G39630	76.7822739677556	0.216270524153006	0.230572588670768	0.937971531654252	0.348259040378534	0.610669011286181
AT5G02575	8.83009575418425	0.669730472978144	0.714430601572653	0.937432511294852	0.34853612402907	0.611054393468715
AT5G15820	74.8540596037324	-0.221618101148108	0.236486326473207	-0.937128604656204	0.348692409108104	0.611272059608603
AT1G06800	57.9493564393713	-0.244277545188196	0.26077118374262	-0.93675053233373	0.348886896293442	0.611500305425321
AT4G27830	714.196825384519	0.0975398379669974	0.104123323777894	0.936772227662077	0.348875733964077	0.611500305425321
AT2G32970	510.539057300924	-0.0957703506593382	0.102248830223072	-0.936640061802175	0.348943737322648	0.611543589021286
AT1G74040	1146.3067695123	0.0766563354050097	0.0818905962281539	0.936082272394732	0.349230829693393	0.611990355940228
AT3G24715	162.006183966172	0.150271986876976	0.16055547781361	0.935950544468051	0.349298651510051	0.612052827330497
AT1G71010	2070.59985074545	-0.0605722851090069	0.0647412299282543	-0.935606029977074	0.349476068759281	0.612214491099284
AT3G27270	106.852831242806	-0.193415515065814	0.206732406155189	-0.935583920600341	0.349487456546374	0.612214491099284
AT3G57190	430.381602467712	-0.108600187440744	0.11607250585969	-0.935623700344862	0.349466967523906	0.612214491099284
AT5G45680	1156.61832427927	0.0806273459941352	0.0862061798295144	0.935284989470451	0.349641448915353	0.612427854172329
AT2G32450	459.392055964348	0.103661603779643	0.110858070676046	0.93508396048644	0.349745031865534	0.612476049436664
AT4G06980	9.8105827716904	0.601908731418066	0.643687813382423	0.935094185262234	0.349739762939071	0.612476049436664
AT4G07390	753.022149750025	-0.0829680089069015	0.0887316488853211	-0.935044146583271	0.349765548837254	0.612476049436664
AT2G01760	212.798904917585	0.143741436583147	0.153738796810737	0.93497178048104	0.349802842622221	0.612484977270606
AT1G05970	66.9484050300859	-0.244135818945584	0.261246344248391	-0.934504249802868	0.350043844815952	0.612850552528866
AT1G14260	41.6060563247389	0.300430798377271	0.321511068723309	0.934433764816414	0.350080187474341	0.612857779194982
AT1G05840	252.201490310036	-0.127605668176575	0.136577722301995	-0.934308070348532	0.350145002551312	0.612893041231692
AT5G04470	51.8313707328226	-0.259384658671555	0.277633583267586	-0.934269750866404	0.350164763727253	0.612893041231692
AT1G47710	983.799908679991	-0.0817186835290428	0.0875250587876319	-0.933660424351413	0.35047908559782	0.613331830661656
AT5G44290	2104.35183545512	0.0696073832742281	0.0745533435343515	0.933658773360789	0.350479937506458	0.613331830661656
AT5G27300	353.804772273691	0.111491599778907	0.119450530825759	0.933370484067063	0.350628714475723	0.613535749097329
AT4G02180	54.757146480644	-0.261826146262304	0.28054767393452	-0.933267927658577	0.350681650243571	0.613571940976152
AT2G15630	47.6637630261951	-0.266705508609273	0.285844564158581	-0.933043835884561	0.350797335635797	0.613717906302685
AT5G40170	601.976239419292	-0.0949161267428135	0.101734717986275	-0.932976751905072	0.350831971850514	0.613722062757165
AT1G09486	24.760449072874	0.363519860128443	0.389711400165252	0.932792471491204	0.350927129062204	0.613775646159729
AT4G31720	616.003563150285	-0.0906419989060097	0.0971680440197224	-0.9328375374893	0.350903856739896	0.613775646159729
AT3G03025	8.94652452903363	0.606276114272564	0.650050241719756	0.932660393554528	0.350995340449906	0.613838514131184
AT2G39100	119.510847876392	-0.191045709139069	0.204874066369793	-0.932503134848878	0.3510765673545	0.613859085248663
AT5G05840	115.618277433726	0.183629774187708	0.196940138124872	0.932414163695144	0.351122527806284	0.613859085248663
AT5G12190	252.055776651466	-0.124787628322132	0.133836623659273	-0.932387749408728	0.351136173553193	0.613859085248663
AT5G25754	468.207984071323	-0.103891003124199	0.11142015777806	-0.93242556101152	0.351116640001832	0.613859085248663
AT1G21010	209.540526673373	-0.138649159325528	0.148724619066115	-0.932254257540858	0.351205141232682	0.613887645396918
AT5G04680	41.3578824689182	0.293308781138438	0.314630938619942	0.93223121166968	0.351217048596513	0.613887645396918
AT2G30505	33.5985835933613	0.327018414948914	0.350918927032478	0.931891641509119	0.351392527702112	0.61398093048181
AT3G22600	395.651719813491	-0.133132369697175	0.142868714364369	-0.931851107427458	0.351413478142369	0.61398093048181
AT3G28720	841.441062408964	-0.080667096199089	0.0865697989190159	-0.931815681754687	0.351431788899097	0.61398093048181
AT3G52280	371.745478292467	0.104923470568039	0.112590246685199	0.931905503870188	0.351385362985542	0.61398093048181
AT5G65925	157.574864574884	-0.154227897961045	0.165485225634489	-0.931973820440575	0.351350055138701	0.61398093048181
AT3G26470	384.71611677228	0.126633426124346	0.135913781742909	0.931718803644814	0.35148186616542	0.614012031398619
